# id,z
1,0.26563,0.35749,0.37688
2,0.33333,0.33333,0.33333
3,0.22523,0.41090,0.36387
4,0.29857,0.36610,0.33533
5,0.21177,0.35139,0.43683
6,0.31781,0.35650,0.32569
7,0.20543,0.39219,0.40239
8,0.23231,0.38308,0.38461
9,0.16251,0.36080,0.47670
10,0.33360,0.33960,0.32680
11,0.17337,0.42483,0.40181
12,0.25852,0.36510,0.37638
13,0.43364,0.29367,0.27269
14,0.32536,0.33284,0.34181
15,0.29984,0.43232,0.26784
16,0.24489,0.39394,0.36116
17,0.18868,0.37794,0.43339
18,0.29555,0.35204,0.35241
19,0.20733,0.43285,0.35982
20,0.22362,0.37419,0.40219
21,0.26006,0.36332,0.37662
22,0.32855,0.32914,0.34230
23,0.28993,0.35626,0.35381
24,0.25319,0.39275,0.35406
25,0.26210,0.42221,0.31569
26,0.31640,0.34750,0.33610
27,0.24577,0.37904,0.37519
28,0.23070,0.39129,0.37801
29,0.25027,0.35800,0.39173
30,0.26056,0.38010,0.35934
31,0.22802,0.42256,0.34942
32,0.21490,0.39315,0.39196
33,0.30773,0.38813,0.30415
34,0.30483,0.34717,0.34801
35,0.23111,0.38561,0.38328
36,0.26130,0.38481,0.35389
37,0.28761,0.40239,0.31000
38,0.27145,0.39900,0.32955
39,0.13285,0.45555,0.41160
40,0.24579,0.37003,0.38419
41,0.26168,0.39959,0.33873
42,0.30606,0.36729,0.32665
43,0.22680,0.44869,0.32451
44,0.18274,0.44809,0.36917
45,0.19425,0.51798,0.28777
46,0.31245,0.34379,0.34376
47,0.13797,0.48840,0.37364
48,0.21776,0.42908,0.35316
49,0.19894,0.39713,0.40393
50,0.30110,0.34544,0.35346
51,0.19288,0.41642,0.39070
52,0.13883,0.49058,0.37059
53,0.31783,0.35096,0.33122
54,0.27907,0.35803,0.36289
55,0.22382,0.38863,0.38755
56,0.31165,0.34092,0.34742
57,0.20300,0.41643,0.38057
58,0.32612,0.33553,0.33835
59,0.22177,0.39341,0.38483
60,0.23580,0.43238,0.33181
61,0.28882,0.36496,0.34621
62,0.31432,0.34411,0.34157
63,0.29402,0.36078,0.34520
64,0.29945,0.34856,0.35198
65,0.18360,0.34029,0.47611
66,0.28970,0.36073,0.34957
67,0.24977,0.37353,0.37669
68,0.26559,0.40184,0.33257
69,0.29153,0.38035,0.32812
70,0.31485,0.35701,0.32814
71,0.19011,0.41328,0.39661
72,0.20935,0.43402,0.35664
73,0.28685,0.35806,0.35509
74,0.33909,0.36443,0.29648
75,0.25466,0.44689,0.29846
76,0.35217,0.34245,0.30538
77,0.23471,0.37459,0.39070
78,0.31900,0.35903,0.32197
79,0.32645,0.34203,0.33152
80,0.27349,0.36531,0.36120
81,0.16104,0.41138,0.42757
82,0.21104,0.47231,0.31666
83,0.24393,0.43169,0.32438
84,0.27961,0.42891,0.29148
85,0.19156,0.37783,0.43060
86,0.34677,0.33257,0.32065
87,0.25700,0.37137,0.37162
88,0.26849,0.39549,0.33602
89,0.27621,0.38863,0.33517
90,0.28909,0.37113,0.33978
91,0.20309,0.40291,0.39400
92,0.28120,0.35626,0.36254
