# id,beta
1871,1.67207
1872,1.51133
1873,1.23564
1874,2.09073
1875,1.16659
1876,1.27466
1877,1.53584
1878,2.14430
1879,1.27071
1880,1.24265
1881,1.71737
1882,2.26413
1883,1.17663
1884,1.42866
1885,3.24383
1886,3.01113
1887,1.56858
1888,1.70994
1889,1.73611
1890,2.29081
1891,1.28358
1892,1.49070
1893,1.41512
1894,3.03945
1895,1.84025
1896,1.20572
1897,3.17429
1898,4.78850
1899,1.09226
1900,1.35808
1901,2.29648
1902,1.70082
1903,1.93713
1904,1.38576
1905,2.36555
1906,1.56494
1907,1.67790
1908,1.41215
1909,8.86274
1910,1.58524
1911,2.29957
1912,2.13633
1913,4.09190
1914,2.66775
1915,1.77118
1916,1.32270
1917,13.54685
1918,18.11650
1919,2.91814
1920,1.84817
1921,1.16931
1922,1.39285
1923,1.31921
1924,1.11147
1925,15.73818
1926,1.02245
1927,17.24084
1928,1.00480
1929,3.18860
1930,4.04770
1931,3.96585
1932,1.36064
1933,5.20785
1934,2.16365
1935,1.35491
1936,1.37952
1937,2.86245
1938,3.76439
1939,1.38564
1940,1.97681
1941,4.19651
1942,4.75008
1943,2.77457
1944,1.36436
1945,4.32943
1946,3.20632
1947,1.55852
1948,1.53697
1949,20.87322
1950,5.77686
1951,1.75220
1952,1.83742
1953,17.64770
1954,2.51286
1955,3.44622
1956,2.03962
1957,2.43214
1958,3.39187
1959,1.73105
1960,2.18203
1961,8.94507
1962,6.88338
1963,1.93881
1964,2.15360
1965,1.46244
1966,1.75003
1967,1.57009
1968,0.91357
1969,2.32510
1970,1.90555
1971,1.35183
1972,1.36087
1973,1.58303
1974,2.79849
1975,2.37517
1976,1.58839
1977,3.20999
1978,1.87439
1979,1.55940
1980,1.70062
1981,2.03619
1982,2.44438
1983,2.74729
1984,1.61092
1985,2.60092
1986,1.57770
1987,1.89525
1988,1.17809
1989,2.07496
1990,2.72503
1991,1.32904
1992,1.98637
1993,3.62222
1994,8.26979
1995,1.62628
1996,1.72438
1997,1.23569
1998,1.57602
1999,1.20974
2000,1.16581
2001,1.71980
2002,1.93909
2003,1.51054
2004,1.23519
2005,2.21294
2006,1.66602
2007,5.11139
2008,1.44606
2009,1.23402
2010,1.29777
2011,1.05773
2012,0.93253
2013,1.28511
2014,1.96117
2015,1.37409
2016,1.23417
2017,3.87091
2018,1.93213
2019,2.44800
2020,1.32340
2021,3.04700
2022,3.64596
2023,1.87927
2024,1.37263
2025,2.37912
2026,1.47876
2027,1.97245
2028,1.35489
2029,3.31612
2030,3.89691
2031,3.43728
2032,1.74945
2033,1.44603
2034,1.54866
2035,1.51234
2036,1.17563
2037,1.35811
2038,1.45504
2039,1.53985
2040,1.48180
2041,1.47722
2042,1.18096
2043,1.30924
2044,1.04625
2045,1.46689
2046,1.01106
2047,8.77040
2048,3.35555
2049,1.83611
2050,5.29329
2051,1.04902
2052,1.97605
2053,3.14023
2054,3.62796
2055,1.48085
2056,1.55559
2057,0.87664
2058,1.28700
2059,1.59052
2060,1.06642
2061,12.22042
2062,8.13910
2063,1.42232
2064,4.24771
2065,1.71231
2066,2.39261
2067,1.15147
2068,1.24695
2069,2.45235
2070,2.70548
2071,1.26815
2072,1.42263
2073,5.23959
2074,4.81527
2075,1.95033
2076,2.34738
2077,1.39633
2078,2.20423
2079,1.28045
2080,1.13136
2081,1.96622
2082,2.39482
2083,1.47199
2084,1.41616
2085,1.08658
2086,1.37916
2087,1.09188
2088,1.06378
2089,6.28068
2090,2.72948
2091,4.66356
2092,2.96469
2093,1.60063
2094,1.41247
2095,1.91356
2096,1.30890
2097,5.21037
2098,2.23690
2099,3.99146
2100,1.55882
2101,2.09363
2102,2.24757
2103,2.05685
2104,1.22306
2105,3.62614
2106,3.28843
2107,1.56519
2108,2.14140
2109,1.56403
2110,2.57099
2111,1.22809
2112,1.51081
2113,1.36492
2114,1.57286
2115,1.07894
2116,1.05753
2117,1.77346
2118,1.92591
2119,1.04244
2120,1.95364
2121,1.58510
2122,1.66469
2123,1.22175
2124,1.19281
2125,1.51219
2126,1.12882
2127,1.03273
2128,1.05364
2129,8.78418
2130,4.70236
2131,2.00493
2132,2.24896
2133,2.49738
2134,2.66385
2135,1.30097
2136,1.68333
2137,1.21746
2138,1.46779
2139,0.96289
2140,1.00529
2141,1.28457
2142,1.81582
2143,1.42777
2144,1.15867
2145,2.14679
2146,6.59904
2147,2.53277
2148,1.20513
2149,1.65212
2150,2.86436
2151,1.62697
2152,1.29703
2153,1.66067
2154,2.47954
2155,2.56971
2156,1.28152
2157,1.36523
2158,1.36720
2159,1.14868
2160,1.13328
2161,1.10584
2162,1.66807
2163,1.13783
2164,1.08945
2165,1.48275
2166,1.67758
2167,1.22518
2168,1.29336
2169,2.51496
2170,2.60354
2171,1.08768
2172,2.13532
2173,1.14005
2174,2.07362
2175,1.34987
2176,1.13159
2177,1.21616
2178,2.23001
2179,1.05247
2180,1.13930
2181,5.35241
2182,3.69612
2183,3.60775
2184,1.40556
2185,1.14707
2186,1.40684
2187,1.19504
2188,1.12293
2189,1.48983
2190,2.30834
2191,1.39490
2192,1.07077
2193,1.04172
2194,1.26831
2195,1.28553
2196,1.19253
2197,1.35236
2198,1.39641
2199,0.97902
2200,0.97918
2201,2.14509
2202,2.48902
2203,1.36620
2204,1.20101
2205,1.62712
2206,2.70363
2207,0.99628
2208,1.75522
2209,1.30970
2210,1.30060
2211,1.40081
2212,1.12772
2213,2.61003
2214,2.55004
2215,1.49471
2216,1.22832
2217,8.47417
2218,15.01558
2219,1.66943
2220,1.83682
2221,1.13176
2222,1.31766
2223,1.27675
2224,1.15653
2225,1.65094
2226,1.30436
2227,4.08875
2228,1.26121
2229,1.55777
2230,1.46024
2231,1.05094
2232,1.07534
2233,2.05492
2234,1.52555
2235,1.32767
2236,1.52688
2237,1.25045
2238,1.75356
2239,0.93925
2240,0.93142
2241,1.28862
2242,2.17518
2243,0.96933
2244,0.86479
2245,2.04084
2246,2.09437
2247,1.59958
2248,1.22607
2249,2.44133
2250,3.92882
2251,2.98399
2252,1.38619
2253,2.30267
2254,2.86266
2255,1.48957
2256,1.34589
2257,4.44619
2258,4.44282
2259,3.45664
2260,2.34556
2261,2.16786
2262,5.01265
2263,4.57691
2264,1.30869
2265,19.81970
2266,9.17042
2267,9.30730
2268,24.70393
2269,1.24936
2270,1.23335
2271,1.17948
2272,1.11805
2273,1.46208
2274,1.07906
2275,1.00521
2276,1.37435
2277,1.25261
2278,1.38650
2279,1.32737
2280,1.09684
2281,1.18417
2282,1.39246
2283,1.18983
2284,1.01198
2285,2.97126
2286,2.95229
2287,2.26385
2288,1.29072
2289,1.17868
2290,1.38727
2291,1.03348
2292,1.01153
2293,1.27910
2294,1.53983
2295,1.19076
2296,1.18976
2297,2.31384
2298,2.29303
2299,2.40224
2300,1.41441
2301,1.82675
2302,1.35959
2303,1.14170
2304,1.59168
2305,2.41674
2306,2.87496
2307,1.19476
2308,1.19046
2309,1.52971
2310,1.80046
2311,1.14407
2312,1.02393
2313,1.58238
2314,1.67909
2315,2.01840
2316,0.97709
2317,5.57897
2318,3.73404
2319,2.56075
2320,3.23354
2321,1.92337
2322,3.36316
2323,1.26896
2324,1.08292
2325,2.20037
2326,2.02037
2327,1.69937
2328,1.53095
2329,1.14618
2330,1.13627
2331,11.43619
2332,2.33778
2333,1.41224
2334,2.14017
2335,1.45517
2336,1.14752
2337,1.20804
2338,1.12941
2339,1.08648
2340,1.03386
2341,2.47938
2342,1.66880
2343,1.77486
2344,1.26737
2345,5.00135
2346,25.23538
2347,3.91127
2348,2.35973
2349,1.71227
2350,3.26132
2351,1.14329
2352,1.37333
2353,3.38076
2354,1.01467
2355,4.49163
2356,1.01594
2357,1.89993
2358,1.84267
2359,1.23897
2360,1.20384
2361,2.05574
2362,1.03839
2363,1.56568
2364,1.23638
2365,1.72428
2366,4.83757
2367,1.05340
2368,3.34578
2369,1.46606
2370,1.65496
2371,1.64909
2372,1.16289
2373,2.61213
2374,2.71132
2375,1.97944
2376,1.87587
2377,1.12539
2378,1.45484
2379,1.10236
2380,1.19772
2381,4.15733
2382,1.98679
2383,1.28143
2384,1.43166
2385,2.39886
2386,3.90021
2387,1.47387
2388,1.43403
2389,8.53533
2390,6.22073
2391,1.21616
2392,6.21968
2393,2.74080
2394,2.18426
2395,1.49300
2396,1.47707
2397,1.50623
2398,1.51704
2399,1.14391
2400,1.15756
2401,2.32062
2402,1.34733
2403,3.21246
2404,1.50693
2405,2.44599
2406,2.64386
2407,2.99303
2408,1.03840
2409,1.37749
2410,2.16286
2411,2.00242
2412,0.93367
2413,1.91475
2414,2.95614
2415,2.19035
2416,1.48729
2417,3.52420
2418,4.35165
2419,3.39197
2420,1.36108
2421,1.42067
2422,1.26505
2423,1.02331
2424,1.15372
2425,1.76374
2426,2.04947
2427,1.56550
2428,1.63045
2429,1.56492
2430,1.74846
2431,1.37192
2432,1.11426
2433,1.74744
2434,1.50986
2435,1.14293
2436,1.27967
2437,3.28078
2438,3.37578
2439,1.26949
2440,1.78609
2441,1.93358
2442,2.18590
2443,1.14560
2444,2.17737
2445,2.21363
2446,1.56029
2447,1.37023
2448,1.44164
2449,1.70202
2450,3.55485
2451,2.25845
2452,1.95292
2453,5.39981
2454,6.82722
2455,2.98290
2456,1.28313
2457,5.20103
2458,1.79508
2459,2.81253
2460,2.26467
2461,2.79096
2462,1.64413
2463,3.32633
2464,1.26655
2465,4.34734
2466,5.25763
2467,2.25509
2468,2.40062
2469,2.26328
2470,1.94558
2471,1.63850
2472,1.39076
2473,8.56320
2474,1.55392
2475,2.00751
2476,1.03261
2477,2.33979
2478,1.52743
2479,1.54185
2480,1.50834
2481,1.14262
2482,1.58345
2483,1.06150
2484,1.37659
2485,1.44630
2486,2.19823
2487,1.42469
2488,1.43069
2489,2.64994
2490,1.97642
2491,1.35643
2492,1.17965
2493,1.46552
2494,1.93044
2495,1.22045
2496,1.22924
2497,1.60485
2498,1.55245
2499,1.11677
2500,1.12590
2501,3.42598
2502,4.03379
2503,1.62562
2504,1.72159
2505,1.67181
2506,1.57340
2507,1.54367
2508,1.17938
2509,5.06435
2510,11.05434
2511,1.22114
2512,1.47228
2513,2.57786
2514,3.70141
2515,1.33914
2516,1.82170
2517,1.78279
2518,2.77364
2519,1.13414
2520,1.18257
2521,1.21071
2522,1.53593
2523,1.54472
2524,0.85079
2525,4.77579
2526,3.27633
2527,2.01618
2528,1.67165
2529,1.41320
2530,1.36722
2531,1.25287
2532,1.00668
2533,1.28764
2534,2.75966
2535,16.21553
2536,1.24395
2537,5.15411
2538,3.84478
2539,2.19896
2540,1.09682
2541,2.62686
2542,4.47002
2543,1.39356
2544,1.76789
2545,3.28729
2546,3.75920
2547,4.04265
2548,1.52959
2549,0.96937
2550,1.22187
2551,1.05979
2552,1.22044
2553,4.32990
2554,4.26935
2555,1.43397
2556,1.34933
2557,5.73673
2558,5.89398
2559,2.37335
2560,1.80456
2561,1.24593
2562,1.25231
2563,1.54513
2564,1.04005
2565,1.38198
2566,1.85814
2567,1.52679
2568,1.53872
2569,1.69528
2570,5.45832
2571,1.71225
2572,1.27645
2573,0.81308
2574,1.39929
2575,1.29843
2576,1.00752
2577,2.75480
2578,3.51520
2579,2.81191
2580,1.26797
2581,1.68922
2582,1.89333
2583,1.56984
2584,1.90167
2585,5.82003
2586,2.68155
2587,2.08290
2588,2.07866
2589,2.09977
2590,2.15584
2591,1.04170
2592,1.46365
2593,0.85707
2594,1.34713
2595,1.45521
2596,0.97758
2597,1.29685
2598,1.90738
2599,2.16048
2600,1.25497
2601,1.93838
2602,2.52972
2603,1.42523
2604,1.36174
2605,2.41246
2606,5.84579
2607,0.99265
2608,1.57201
2609,2.19513
2610,4.85444
2611,3.11099
2612,1.54325
2613,10.67898
2614,1.00816
2615,3.48324
2616,1.39994
2617,5.08778
2618,2.42623
2619,1.52444
2620,1.90541
2621,1.38672
2622,1.86649
2623,1.16908
2624,1.20366
2625,2.02941
2626,2.33799
2627,2.86379
2628,1.44846
2629,1.14561
2630,1.19179
2631,1.20456
2632,0.99634
2633,2.73926
2634,2.98854
2635,2.21443
2636,1.38960
2637,2.30623
2638,3.98879
2639,2.35497
2640,1.22448
2641,2.30743
2642,5.40388
2643,1.26773
2644,1.88505
2645,3.08045
2646,2.36948
2647,1.16957
2648,1.41358
2649,1.29166
2650,1.76480
2651,1.13241
2652,0.59889
2653,1.26908
2654,1.44884
2655,1.08264
2656,1.15182
2657,4.24854
2658,1.57303
2659,3.65605
2660,1.71937
2661,4.19507
2662,4.07466
2663,2.24174
2664,1.73513
2665,2.80399
2666,2.93441
2667,2.22505
2668,1.21219
2669,1.79004
2670,1.24198
2671,1.01668
2672,1.51420
2673,1.14315
2674,1.96865
2675,4.44615
2676,1.04247
2677,4.66341
2678,7.42440
2679,7.50842
2680,2.05130
2681,4.35789
2682,2.49538
2683,1.43776
2684,1.51991
2685,7.62185
2686,3.55973
2687,5.24377
2688,3.85633
2689,2.55913
2690,1.01686
2691,3.06047
2692,1.03791
2693,1.66025
2694,2.21538
2695,4.51750
2696,1.03821
2697,3.26160
2698,3.95297
2699,3.40081
2700,1.90951
2701,12.16496
2702,7.11785
2703,47.48257
2704,1.38517
2705,4.99519
2706,7.79620
2707,10.56068
2708,1.41085
2709,2.16963
2710,5.19689
2711,2.91288
2712,1.15824
2713,2.63259
2714,3.02478
2715,5.89008
2716,1.27875
2717,6.85156
2718,5.30207
2719,2.13124
2720,1.33542
2721,0.91138
2722,2.07050
2723,0.95810
2724,1.18709
2725,1.87432
2726,3.00743
2727,1.46676
2728,1.42127
2729,2.61625
2730,1.01403
2731,1.64037
2732,1.00330
2733,1.48050
2734,20.41427
2735,4.79928
2736,1.03166
2737,3.24597
2738,6.79680
2739,3.35026
2740,1.02200
2741,1.57518
2742,1.48614
2743,1.00358
2744,1.42159
2745,2.22798
2746,2.88190
2747,1.61187
2748,1.40230
2749,5.23263
2750,1.06169
2751,5.20917
2752,1.82455
2753,3.70000
2754,1.93285
2755,1.43593
2756,1.55482
2757,1.96302
2758,3.22035
2759,1.09646
2760,1.51220
2761,1.33238
2762,1.83234
2763,1.01101
2764,1.44906
2765,2.26990
2766,1.68934
2767,1.26302
2768,1.27276
2769,1.75975
2770,3.66925
2771,1.66959
2772,1.28937
2773,2.37927
2774,2.90551
2775,1.76380
2776,1.51192
2777,1.80717
2778,3.31625
2779,1.26927
2780,1.81179
2781,1.28574
2782,1.62628
2783,1.14596
2784,1.19574
2785,1.31332
2786,1.80624
2787,1.04743
2788,1.60331
2789,2.82019
2790,3.15397
2791,1.41300
2792,2.35909
2793,1.41674
2794,2.50395
2795,1.19959
2796,1.21382
2797,5.12952
2798,3.37729
2799,2.04500
2800,1.81511
2801,1.75092
2802,2.70456
2803,1.36675
2804,1.17844
2805,94.21979
2806,9.64423
2807,1.75164
2808,27.21418
2809,1.61331
2810,2.58458
2811,1.11434
2812,1.61271
2813,1.47384
2814,1.67423
2815,2.27133
2816,1.28825
2817,1.79502
2818,1.80000
2819,2.17055
2820,1.34803
2821,1.33562
2822,1.79444
2823,2.73422
2824,1.55691
2825,1.49385
2826,2.82950
2827,1.85989
2828,1.45025
2829,1.35339
2830,2.06646
2831,1.01258
2832,1.37227
2833,8.69213
2834,13.18668
2835,2.82337
2836,1.61719
2837,2.75901
2838,4.12972
2839,2.35670
2840,1.64501
2841,1.46768
2842,1.83546
2843,1.17575
2844,1.18408
2845,1.92611
2846,1.90404
2847,1.72584
2848,1.49836
2849,8.77228
2850,1.29110
2851,2.15639
2852,1.63966
2853,1.96510
2854,3.03631
2855,1.38784
2856,1.59271
2857,1.50302
2858,2.60393
2859,1.57772
2860,0.50084
2861,2.46198
2862,1.06636
2863,1.41914
2864,1.59912
2865,1.93215
2866,8.01863
2867,1.61360
2868,1.02092
2869,1.00178
2870,1.00297
2871,10.08061
2872,1.00332
2873,1.42136
2874,3.17723
2875,1.33854
2876,1.23406
2877,5.82240
2878,5.77276
2879,4.61137
2880,1.77691
2881,1.65475
2882,1.96830
2883,1.13937
2884,1.19168
2885,2.68174
2886,4.03012
2887,1.08986
2888,1.43599
2889,2.65341
2890,2.88903
2891,1.24196
2892,1.25820
2893,1.77613
2894,1.29692
2895,4.08650
2896,1.46656
2897,3.68154
2898,6.99294
2899,1.31487
2900,2.00908
2901,1.40996
2902,1.67356
2903,1.14969
2904,1.17906
2905,1.57069
2906,1.49564
2907,1.34895
2908,1.13206
2909,1.66509
2910,5.75554
2911,1.10617
2912,1.27933
2913,3.80258
2914,2.77039
2915,1.72105
2916,1.36807
2917,2.01002
2918,3.76360
2919,4.61366
2920,1.35679
2921,2.67913
2922,8.97085
2923,2.80090
2924,1.32012
2925,3.27710
2926,9.42197
2927,6.94347
2928,1.77255
2929,2.44584
2930,1.68825
2931,2.21976
2932,1.33616
2933,1.37998
2934,3.07895
2935,1.51788
2936,1.17595
2937,1.40099
2938,1.06829
2939,1.53703
2940,1.42150
2941,2.66348
2942,3.17222
2943,1.03079
2944,1.28350
2945,1.36839
2946,1.60779
2947,1.66401
2948,1.07056
2949,3.73153
2950,2.62853
2951,3.03890
2952,1.55314
2953,1.35600
2954,2.05328
2955,1.35851
2956,1.13259
2957,2.00539
2958,3.67945
2959,1.06546
2960,1.71743
2961,1.71034
2962,1.84555
2963,1.61702
2964,1.09966
2965,1.69964
2966,1.65274
2967,1.64349
2968,1.23513
2969,1.97543
2970,2.74008
2971,2.30543
2972,1.30893
2973,1.53204
2974,1.34001
2975,1.93785
2976,1.30899
2977,1.00842
2978,1.85736
2979,10.29340
2980,1.00471
2981,1.33978
2982,2.13670
2983,1.85376
2984,0.84969
2985,2.45414
2986,4.66524
2987,3.38261
2988,1.25265
2989,4.22600
2990,1.51670
2991,4.70269
2992,1.01428
2993,2.88015
2994,5.80757
2995,1.07392
2996,1.45987
2997,2.46720
2998,1.55600
2999,1.17720
3000,1.20174
3001,7.35424
3002,10.09616
3003,3.05236
3004,1.25287
3005,7.03839
3006,11.64250
3007,1.46882
3008,1.74431
3009,30.34540
3010,2.21549
3011,40.73269
3012,1.36051
3013,1.87156
3014,5.34506
3015,4.95544
3016,1.65352
3017,2.62937
3018,3.78850
3019,2.72013
3020,1.38562
3021,2.55423
3022,5.07084
3023,1.76425
3024,1.88837
3025,1.83539
3026,1.47580
3027,1.93195
3028,1.03931
3029,1.14506
3030,1.35587
3031,1.20335
3032,1.37893
3033,1.43225
3034,1.45009
3035,1.20551
3036,1.13220
3037,2.94691
3038,1.52793
3039,2.17881
3040,1.23639
3041,1.34869
3042,2.14656
3043,1.97348
3044,1.17981
3045,1.38576
3046,1.65110
3047,1.20920
3048,1.15802
3049,1.22529
3050,1.37846
3051,1.11185
3052,1.07321
3053,1.14690
3054,1.12459
3055,1.13278
3056,0.98327
3057,1.82371
3058,1.76327
3059,1.73114
3060,1.18883
3061,4.27037
3062,5.64103
3063,1.22550
3064,1.44423
3065,5.89439
3066,6.14125
3067,3.04536
3068,1.14091
3069,2.95934
3070,1.79827
3071,1.40175
3072,1.70101
3073,1.44438
3074,1.65150
3075,1.19341
3076,1.20891
3077,2.66870
3078,4.36217
3079,1.10207
3080,2.27958
3081,4.64302
3082,1.01344
3083,1.65414
3084,1.39657
3085,1.17788
3086,1.55352
3087,1.08410
3088,1.27552
3089,1.26655
3090,1.37507
3091,0.98032
3092,1.09351
3093,1.96841
3094,1.55981
3095,1.27389
3096,1.16932
3097,2.25726
3098,2.52285
3099,1.79335
3100,1.57760
3101,1.69400
3102,3.45837
3103,1.06822
3104,1.18322
3105,3.25445
3106,4.84560
3107,1.91502
3108,1.79457
3109,2.58079
3110,3.53184
3111,1.18527
3112,1.98138
3113,2.37628
3114,2.08195
3115,1.71185
3116,2.18054
3117,1.99897
3118,2.35486
3119,2.55104
3120,1.45464
3121,1.56297
3122,2.13641
3123,1.11602
3124,1.05209
3125,2.54528
3126,2.46069
3127,2.30205
3128,1.50008
3129,2.71192
3130,1.73641
3131,2.01202
3132,1.56195
3133,1.68225
3134,11.54300
3135,1.96918
3136,1.34948
3137,2.18884
3138,1.74326
3139,1.41639
3140,1.38129
3141,2.79368
3142,4.80879
3143,1.43802
3144,2.91430
3145,5.91511
3146,4.30166
3147,6.38330
3148,1.79461
3149,1.82357
3150,3.46179
3151,1.11777
3152,1.62121
3153,1.55518
3154,1.36049
3155,1.41220
3156,1.26523
3157,6.78221
3158,4.56056
3159,1.93686
3160,1.74748
3161,3.46159
3162,4.15268
3163,1.06046
3164,1.31446
3165,2.27329
3166,1.87633
3167,2.19767
3168,2.22115
3169,1.93825
3170,1.50255
3171,2.88460
3172,1.02427
3173,1.55462
3174,2.70948
3175,1.43861
3176,1.35234
3177,1.29917
3178,2.19739
3179,0.99919
3180,1.43400
3181,1.25748
3182,2.85778
3183,1.36612
3184,1.44184
3185,2.23880
3186,2.60723
3187,1.29717
3188,1.31963
3189,3.21477
3190,4.16530
3191,1.14849
3192,2.35309
3193,4.27646
3194,3.35747
3195,2.81088
3196,1.58140
3197,1.57992
3198,2.47223
3199,1.12193
3200,1.08110
3201,1.64479
3202,2.90262
3203,1.22572
3204,1.87928
3205,2.26302
3206,2.21114
3207,1.33565
3208,1.15717
3209,2.99500
3210,4.52724
3211,5.83636
3212,1.78387
3213,1.71318
3214,1.37121
3215,1.91605
3216,1.26704
3217,2.23126
3218,1.45018
3219,1.81359
3220,1.92197
3221,1.81793
3222,3.16612
3223,1.46550
3224,1.65848
3225,1.48115
3226,1.39295
3227,1.01156
3228,1.22988
3229,1.29046
3230,2.09598
3231,1.62336
3232,1.22285
3233,1.53863
3234,1.67437
3235,2.98231
3236,1.09363
3237,1.75676
3238,2.08152
3239,1.30019
3240,1.30785
3241,7.23294
3242,2.64958
3243,3.18663
3244,1.53627
3245,2.41348
3246,2.99696
3247,1.04587
3248,1.21574
3249,1.75294
3250,2.86773
3251,1.22179
3252,1.27180
3253,2.60783
3254,2.31102
3255,1.51192
3256,1.50373
3257,1.52197
3258,3.78206
3259,1.37047
3260,1.09922
3261,1.22195
3262,1.67630
3263,1.12701
3264,1.18603
3265,2.48064
3266,2.65319
3267,2.99663
3268,1.41008
3269,1.59176
3270,1.88329
3271,1.03874
3272,1.14602
3273,2.32192
3274,3.99331
3275,2.06507
3276,2.27217
3277,2.29903
3278,4.18268
3279,1.42632
3280,1.35163
3281,3.09452
3282,4.86546
3283,1.05801
3284,2.05811
3285,2.05650
3286,3.19861
3287,1.50942
3288,1.29794
3289,3.83958
3290,3.23624
3291,1.33049
3292,1.67720
3293,1.43494
3294,1.71860
3295,1.49914
3296,1.36386
3297,13.45948
3298,12.94591
3299,5.42047
3300,1.26904
3301,2.70235
3302,5.06635
3303,1.41653
3304,1.84639
3305,1.69397
3306,3.11266
3307,1.19430
3308,1.50826
3309,1.03152
3310,3.64901
3311,1.84108
3312,1.91029
3313,1.86985
3314,1.94713
3315,1.99029
3316,1.20003
3317,1.32237
3318,1.41518
3319,0.98934
3320,1.25650
3321,1.70581
3322,5.17935
3323,1.98322
3324,1.30855
3325,5.24098
3326,11.91790
3327,1.47695
3328,1.46894
3329,2.07788
3330,1.33918
3331,1.11124
3332,1.46260
3333,1.28763
3334,1.67499
3335,1.58258
3336,1.43004
3337,1.18949
3338,2.11672
3339,1.32777
3340,1.35743
3341,1.46471
3342,2.03675
3343,1.17838
3344,1.04960
3345,2.09082
3346,2.22415
3347,1.54187
3348,1.60067
3349,3.55907
3350,3.97242
3351,3.60441
3352,1.87484
3353,1.83256
3354,3.42326
3355,1.98637
3356,1.27365
3357,1.90039
3358,1.87244
3359,1.25745
3360,1.22329
3361,1.27598
3362,1.78164
3363,1.11204
3364,1.29675
3365,2.60996
3366,4.04521
3367,3.29411
3368,1.60450
3369,3.05651
3370,3.66344
3371,1.00100
3372,1.28463
3373,1.52392
3374,2.46855
3375,1.00763
3376,1.04027
3377,1.07966
3378,1.81434
3379,0.99701
3380,1.02009
3381,3.12719
3382,1.99369
3383,2.30123
3384,1.28447
3385,1.46680
3386,2.03460
3387,0.99376
3388,1.11615
3389,3.18164
3390,1.92580
3391,1.99291
3392,1.37282
3393,3.63054
3394,1.42512
3395,1.90512
3396,1.77787
3397,2.13997
3398,2.15884
3399,1.18605
3400,1.11783
3401,1.00652
3402,1.00740
3403,5.42973
3404,1.00583
3405,2.09431
3406,1.48321
3407,1.36235
3408,1.29296
3409,1.58894
3410,1.82398
3411,1.87023
3412,1.30474
3413,1.78179
3414,2.34601
3415,1.51644
3416,1.32129
3417,9.17415
3418,3.99806
3419,4.77369
3420,2.09439
3421,1.57028
3422,1.13693
3423,1.23203
3424,1.14286
3425,4.60301
3426,9.16502
3427,4.87293
3428,1.66345
3429,1.61818
3430,2.64602
3431,2.77658
3432,1.21227
3433,1.82490
3434,2.57926
3435,2.61573
3436,1.33065
3437,2.15291
3438,3.95858
3439,1.96583
3440,2.88081
3441,1.02503
3442,1.02721
3443,5.02228
3444,1.02911
3445,1.83538
3446,1.45583
3447,2.09299
3448,1.43390
3449,1.40092
3450,2.33993
3451,1.65126
3452,1.51294
3453,2.06176
3454,1.71541
3455,1.73173
3456,1.49940
3457,3.09879
3458,3.96263
3459,6.56045
3460,1.46454
3461,5.08942
3462,2.32587
3463,3.33368
3464,1.12041
3465,1.63959
3466,3.17846
3467,1.58261
3468,1.44865
3469,1.59915
3470,1.58680
3471,2.43755
3472,1.14135
3473,1.59558
3474,2.75588
3475,1.54076
3476,1.10002
3477,1.33650
3478,2.31612
3479,1.61758
3480,1.18255
3481,3.43293
3482,3.76331
3483,2.95093
3484,2.10628
3485,2.17975
3486,2.51105
3487,2.23014
3488,1.27113
3489,1.03831
3490,1.00924
3491,2.96763
3492,1.09928
3493,1.82654
3494,2.76979
3495,1.00637
3496,1.13678
3497,2.17539
3498,4.41597
3499,0.99571
3500,1.88773
3501,2.63111
3502,8.73578
3503,1.40093
3504,1.61640
3505,15.31333
3506,5.01982
3507,2.53857
3508,10.11718
3509,1.98785
3510,2.68053
3511,2.57638
3512,1.46927
3513,3.13333
3514,3.54022
3515,2.36900
3516,1.84692
3517,1.64392
3518,2.10489
3519,1.40579
3520,1.39269
3521,1.69395
3522,1.33714
3523,1.00100
3524,1.48136
3525,1.61091
3526,1.74471
3527,6.64801
3528,1.02356
3529,1.99618
3530,1.30168
3531,1.17753
3532,1.08619
3533,1.41253
3534,2.34768
3535,1.16081
3536,1.08974
3537,2.19865
3538,2.11941
3539,2.67748
3540,1.51798
3541,2.29943
3542,1.71441
3543,3.47267
3544,1.55277
3545,1.65058
3546,2.33706
3547,1.74748
3548,1.50190
3549,1.79826
3550,1.90934
3551,1.04497
3552,1.17056
3553,2.10346
3554,2.57915
3555,1.89315
3556,1.33923
3557,1.52253
3558,2.61506
3559,2.34590
3560,1.54511
3561,1.82709
3562,1.68712
3563,2.54691
3564,1.16484
3565,1.03629
3566,1.67747
3567,1.05929
3568,1.06281
3569,2.55866
3570,4.70049
3571,1.83923
3572,1.14361
3573,1.28367
3574,1.46574
3575,1.43549
3576,0.97428
3577,1.93866
3578,5.29981
3579,1.11673
3580,1.92558
3581,1.48317
3582,1.89991
3583,1.31006
3584,1.78835
3585,6.89918
3586,1.36901
3587,2.07069
3588,1.63672
3589,3.13299
3590,5.93829
3591,1.78580
3592,1.63303
3593,2.14888
3594,3.97631
3595,1.38500
3596,1.37006
3597,1.50604
3598,1.66611
3599,1.14563
3600,1.10790
3601,1.36482
3602,1.39017
3603,1.02308
3604,1.44051
3605,1.37438
3606,1.83283
3607,1.06779
3608,1.27360
3609,2.99857
3610,3.30487
3611,2.27169
3612,1.67956
3613,1.87720
3614,2.92430
3615,1.63947
3616,1.32784
3617,1.44774
3618,1.36766
3619,1.32018
